"Time","Usage for esxilocal.hbmsolutions.mt"
"2026-05-24T01:35:00.000Z",16.86
"2026-05-24T01:40:00.000Z",16.33
"2026-05-24T01:45:00.000Z",16.72
"2026-05-24T01:50:00.000Z",16.9
"2026-05-24T01:55:00.000Z",16.15
"2026-05-24T02:00:00.000Z",17.26
"2026-05-24T02:05:00.000Z",18.54
"2026-05-24T02:10:00.000Z",18.81
"2026-05-24T02:15:00.000Z",18.42
"2026-05-24T02:20:00.000Z",15.92
"2026-05-24T02:25:00.000Z",16.05
"2026-05-24T02:30:00.000Z",18.98
"2026-05-24T02:35:00.000Z",19.69
"2026-05-24T02:40:00.000Z",18.38
"2026-05-24T02:45:00.000Z",16.18
"2026-05-24T02:50:00.000Z",16.97
"2026-05-24T02:55:00.000Z",16.68
"2026-05-24T03:00:00.000Z",16.4
"2026-05-24T03:05:00.000Z",16.88
"2026-05-24T03:10:00.000Z",18.88
"2026-05-24T03:15:00.000Z",18.3
"2026-05-24T03:20:00.000Z",19.58
"2026-05-24T03:25:00.000Z",16.6
"2026-05-24T03:30:00.000Z",17.61
"2026-05-24T03:35:00.000Z",17.72
"2026-05-24T03:40:00.000Z",18.09
"2026-05-24T03:45:00.000Z",16.49
"2026-05-24T03:50:00.000Z",16.68
"2026-05-24T03:55:00.000Z",17.59
"2026-05-24T04:00:00.000Z",16.34
"2026-05-24T04:05:00.000Z",16.01
"2026-05-24T04:10:00.000Z",17.91
"2026-05-24T04:15:00.000Z",17.45
"2026-05-24T04:20:00.000Z",16.53
"2026-05-24T04:25:00.000Z",16.28
"2026-05-24T04:30:00.000Z",18.58
"2026-05-24T04:35:00.000Z",17.93
"2026-05-24T04:40:00.000Z",19.09
"2026-05-24T04:45:00.000Z",16.67
"2026-05-24T04:50:00.000Z",15.86
"2026-05-24T04:55:00.000Z",16.69
"2026-05-24T05:00:00.000Z",16.8
"2026-05-24T05:05:00.000Z",17.08
"2026-05-24T05:10:00.000Z",17.5
"2026-05-24T05:15:00.000Z",18.21
"2026-05-24T05:20:00.000Z",17.64
"2026-05-24T05:25:00.000Z",16.9
"2026-05-24T05:30:00.000Z",17.01
"2026-05-24T05:35:00.000Z",16.66
"2026-05-24T05:40:00.000Z",16.09
"2026-05-24T05:45:00.000Z",16.93
"2026-05-24T05:50:00.000Z",16
"2026-05-24T05:55:00.000Z",16.82
"2026-05-24T06:00:00.000Z",15.81
"2026-05-24T06:05:00.000Z",16.33
"2026-05-24T06:10:00.000Z",17.52
"2026-05-24T06:15:00.000Z",18.5
"2026-05-24T06:20:00.000Z",17.62
"2026-05-24T06:25:00.000Z",16.79
"2026-05-24T06:30:00.000Z",19.99
"2026-05-24T06:35:00.000Z",16.74
"2026-05-24T06:40:00.000Z",16.26
"2026-05-24T06:45:00.000Z",16.72
"2026-05-24T06:50:00.000Z",16.3
"2026-05-24T06:55:00.000Z",15.46
"2026-05-24T07:00:00.000Z",16.52
"2026-05-24T07:05:00.000Z",16.45
"2026-05-24T07:10:00.000Z",18.66
"2026-05-24T07:15:00.000Z",17.66
"2026-05-24T07:20:00.000Z",17.29
"2026-05-24T07:25:00.000Z",16.77
"2026-05-24T07:30:00.000Z",17.22
"2026-05-24T07:35:00.000Z",16.69
"2026-05-24T07:40:00.000Z",16.89
"2026-05-24T07:45:00.000Z",16.97
"2026-05-24T07:50:00.000Z",15.75
"2026-05-24T07:55:00.000Z",16.15
"2026-05-24T08:00:00.000Z",15.89
"2026-05-24T08:05:00.000Z",18.72
"2026-05-24T08:10:00.000Z",17.75
"2026-05-24T08:15:00.000Z",17.01
"2026-05-24T08:20:00.000Z",15.25
"2026-05-24T08:25:00.000Z",16.01
"2026-05-24T08:30:00.000Z",17.43
"2026-05-24T08:35:00.000Z",17.18
"2026-05-24T08:40:00.000Z",17.68
"2026-05-24T08:45:00.000Z",15.12
"2026-05-24T08:50:00.000Z",16.53
"2026-05-24T08:55:00.000Z",16.71
"2026-05-24T09:00:00.000Z",16.65
"2026-05-24T09:05:00.000Z",17.81
"2026-05-24T09:10:00.000Z",18.54
"2026-05-24T09:15:00.000Z",18.17
"2026-05-24T09:20:00.000Z",16.67
"2026-05-24T09:25:00.000Z",16.62
"2026-05-24T09:30:00.000Z",18.04
"2026-05-24T09:35:00.000Z",16.12
"2026-05-24T09:40:00.000Z",17.26
"2026-05-24T09:45:00.000Z",16.07
"2026-05-24T09:50:00.000Z",16.14
"2026-05-24T09:55:00.000Z",16.97
"2026-05-24T10:00:00.000Z",17.01
"2026-05-24T10:05:00.000Z",18.48
"2026-05-24T10:10:00.000Z",17.87
"2026-05-24T10:15:00.000Z",18.54
"2026-05-24T10:20:00.000Z",17.6
"2026-05-24T10:25:00.000Z",17.26
"2026-05-24T10:30:00.000Z",21.96
"2026-05-24T10:35:00.000Z",19.79
"2026-05-24T10:40:00.000Z",18.89
"2026-05-24T10:45:00.000Z",19
"2026-05-24T10:50:00.000Z",16.63
"2026-05-24T10:55:00.000Z",15.89
"2026-05-24T11:00:00.000Z",16.42
"2026-05-24T11:05:00.000Z",16.26
"2026-05-24T11:10:00.000Z",18.17
"2026-05-24T11:15:00.000Z",17.34
"2026-05-24T11:20:00.000Z",17.37
"2026-05-24T11:25:00.000Z",16.09
"2026-05-24T11:30:00.000Z",17.01
"2026-05-24T11:35:00.000Z",16.37
"2026-05-24T11:40:00.000Z",17.45
"2026-05-24T11:45:00.000Z",19.38
"2026-05-24T11:50:00.000Z",17
"2026-05-24T11:55:00.000Z",16.2
"2026-05-24T12:00:00.000Z",15.96
"2026-05-24T12:05:00.000Z",17.88
"2026-05-24T12:10:00.000Z",17.72
"2026-05-24T12:15:00.000Z",18.98
"2026-05-24T12:20:00.000Z",17.62
"2026-05-24T12:25:00.000Z",15.63
"2026-05-24T12:30:00.000Z",17.78
"2026-05-24T12:35:00.000Z",16.08
"2026-05-24T12:40:00.000Z",17.84
"2026-05-24T12:45:00.000Z",16.91
"2026-05-24T12:50:00.000Z",16.94
"2026-05-24T12:55:00.000Z",16.27
"2026-05-24T13:00:00.000Z",17.03
"2026-05-24T13:05:00.000Z",16.48
"2026-05-24T13:10:00.000Z",17.14
"2026-05-24T13:15:00.000Z",17.94
"2026-05-24T13:20:00.000Z",17.12
"2026-05-24T13:25:00.000Z",15.98
"2026-05-24T13:30:00.000Z",16.94
"2026-05-24T13:35:00.000Z",15.65
"2026-05-24T13:40:00.000Z",16.37
"2026-05-24T13:45:00.000Z",16.28
"2026-05-24T13:50:00.000Z",16.46
"2026-05-24T13:55:00.000Z",
"2026-05-24T14:00:00.000Z",
"2026-05-24T14:05:00.000Z",
"2026-05-24T14:10:00.000Z",
"2026-05-24T14:15:00.000Z",
